Year,Industry Code,Industry Name,Substance,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,DQ ReliabilityScore of Factors without Margins,DQ TemporalCorrelation of Factors without Margins,DQ GeographicalCorrelation of Factors without Margins,DQ TechnologicalCorrelation of Factors without Margins,DQ DataCollection of Factors without Margins
2015,532RL,Rental and leasing services and lessors of intangible assets,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,532RL,Rental and leasing services and lessors of intangible assets,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,5,1
2015,5411,Legal services,carbon dioxide,"kg/2018 USD, purchaser price",0.064,0.0,0.064,3,2,1,3,1
2015,5411,Legal services,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2015,5411,Legal services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,5411,Legal services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2015,5412OP,"Miscellaneous professional, scientific, and technical services",carbon dioxide,"kg/2018 USD, purchaser price",0.085,0.0,0.085,3,2,1,3,1
2015,5412OP,"Miscellaneous professional, scientific, and technical services",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2015,5412OP,"Miscellaneous professional, scientific, and technical services",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,5412OP,"Miscellaneous professional, scientific, and technical services",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2015,5415,Computer systems design and related services,carbon dioxide,"kg/2018 USD, purchaser price",0.043,0.0,0.043,3,2,1,3,1
2015,5415,Computer systems design and related services,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2015,5415,Computer systems design and related services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,5415,Computer systems design and related services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,5,1
2015,55,Management of companies and enterprises,carbon dioxide,"kg/2018 USD, purchaser price",0.114,0.0,0.114,3,2,1,3,1
2015,55,Management of companies and enterprises,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2015,55,Management of companies and enterprises,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,55,Management of companies and enterprises,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,4,1
2015,561,Administrative and support services,carbon dioxide,"kg/2018 USD, purchaser price",0.089,0.0,0.089,3,2,1,3,1
2015,561,Administrative and support services,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,561,Administrative and support services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,561,Administrative and support services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,5,1
2015,562,Waste management and remediation services,carbon dioxide,"kg/2018 USD, purchaser price",0.271,0.0,0.271,2,2,1,2,1
2015,562,Waste management and remediation services,methane,"kg/2018 USD, purchaser price",0.056,0.0,0.056,2,2,1,1,1
2015,562,Waste management and remediation services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2015,562,Waste management and remediation services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.014,0.0,0.014,4,2,1,5,1
2015,61,Educational services,carbon dioxide,"kg/2018 USD, purchaser price",0.182,0.0,0.182,3,2,1,3,1
2015,61,Educational services,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,61,Educational services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,61,Educational services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,4,1
2015,621,Ambulatory health care services,carbon dioxide,"kg/2018 USD, purchaser price",0.092,0.0,0.092,3,2,1,3,1
2015,621,Ambulatory health care services,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2015,621,Ambulatory health care services,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2015,621,Ambulatory health care services,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,4,1
2015,622,Hospitals,carbon dioxide,"kg/2018 USD, purchaser price",0.138,0.0,0.138,3,2,1,3,1
2015,622,Hospitals,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,622,Hospitals,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,622,Hospitals,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,4,1
2015,623,Nursing and residential care facilities,carbon dioxide,"kg/2018 USD, purchaser price",0.15,0.0,0.15,3,2,1,3,1
2015,623,Nursing and residential care facilities,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,623,Nursing and residential care facilities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,623,Nursing and residential care facilities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,4,2,1,5,1
2015,624,Social assistance,carbon dioxide,"kg/2018 USD, purchaser price",0.145,0.0,0.145,3,2,1,3,1
2015,624,Social assistance,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,624,Social assistance,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,624,Social assistance,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2015,711AS,"Performing arts, spectator sports, museums, and related activities",carbon dioxide,"kg/2018 USD, purchaser price",0.077,0.0,0.077,3,2,1,3,1
2015,711AS,"Performing arts, spectator sports, museums, and related activities",methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,1,1
2015,711AS,"Performing arts, spectator sports, museums, and related activities",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,711AS,"Performing arts, spectator sports, museums, and related activities",other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2015,713,"Amusements, gambling, and recreation industries",carbon dioxide,"kg/2018 USD, purchaser price",0.175,0.0,0.175,3,2,1,3,1
2015,713,"Amusements, gambling, and recreation industries",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,713,"Amusements, gambling, and recreation industries",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,713,"Amusements, gambling, and recreation industries",other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,4,2,1,4,1
2015,721,Accommodation,carbon dioxide,"kg/2018 USD, purchaser price",0.166,0.0,0.166,3,2,1,3,1
2015,721,Accommodation,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,721,Accommodation,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,721,Accommodation,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2015,722,Food services and drinking places,carbon dioxide,"kg/2018 USD, purchaser price",0.22,0.0,0.22,3,2,1,3,1
2015,722,Food services and drinking places,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,722,Food services and drinking places,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2015,722,Food services and drinking places,other GHGs,"kg CO2e/2018 USD, purchaser price",0.006,0.0,0.006,4,2,1,5,1
2015,81,"Other services, except government",carbon dioxide,"kg/2018 USD, purchaser price",0.127,0.0,0.127,3,2,1,3,1
2015,81,"Other services, except government",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,81,"Other services, except government",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,81,"Other services, except government",other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,4,2,1,4,1
2015,HS,Housing,carbon dioxide,"kg/2018 USD, purchaser price",0.017,0.0,0.017,3,2,1,3,1
2015,HS,Housing,methane,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,1,1
2015,HS,Housing,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2015,HS,Housing,other GHGs,"kg CO2e/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,5,1
2015,ORE,Other real estate,carbon dioxide,"kg/2018 USD, purchaser price",0.414,0.0,0.414,3,2,1,3,1
2015,ORE,Other real estate,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2015,ORE,Other real estate,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2015,ORE,Other real estate,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,4,1
2014,111CA,Farms,carbon dioxide,"kg/2018 USD, purchaser price",0.395,0.042,0.437,4,2,1,4,1
2014,111CA,Farms,methane,"kg/2018 USD, purchaser price",0.02,0.0,0.02,4,2,1,1,1
2014,111CA,Farms,nitrous oxide,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,4,1
2014,111CA,Farms,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,4,1
2014,113FF,"Forestry, fishing, and related activities",carbon dioxide,"kg/2018 USD, purchaser price",0.211,0.017,0.227,4,2,1,4,1
2014,113FF,"Forestry, fishing, and related activities",methane,"kg/2018 USD, purchaser price",0.001,0.0,0.002,4,2,1,1,1
2014,113FF,"Forestry, fishing, and related activities",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2014,113FF,"Forestry, fishing, and related activities",other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,4,1
2014,211,Oil and gas extraction,carbon dioxide,"kg/2018 USD, purchaser price",0.311,0.049,0.361,4,2,1,3,1
2014,211,Oil and gas extraction,methane,"kg/2018 USD, purchaser price",0.014,0.001,0.014,4,2,1,1,1
2014,211,Oil and gas extraction,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,211,Oil and gas extraction,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,4,1
2014,212,"Mining, except oil and gas",carbon dioxide,"kg/2018 USD, purchaser price",0.651,0.058,0.709,4,2,1,4,1
2014,212,"Mining, except oil and gas",methane,"kg/2018 USD, purchaser price",0.023,0.001,0.024,4,2,1,1,1
2014,212,"Mining, except oil and gas",nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,212,"Mining, except oil and gas",other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,4,1
2014,213,Support activities for mining,carbon dioxide,"kg/2018 USD, purchaser price",0.213,0.0,0.213,4,2,1,4,1
2014,213,Support activities for mining,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,3,2,1,1,1
2014,213,Support activities for mining,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,213,Support activities for mining,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,4,2,1,4,1
2014,22,Utilities,carbon dioxide,"kg/2018 USD, purchaser price",3.505,0.0,3.505,2,2,1,2,1
2014,22,Utilities,methane,"kg/2018 USD, purchaser price",0.006,0.0,0.006,4,2,1,1,1
2014,22,Utilities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,2,1
2014,22,Utilities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.011,0.0,0.011,2,2,1,2,1
2014,23,Construction,carbon dioxide,"kg/2018 USD, purchaser price",0.286,0.0,0.286,3,2,1,3,1
2014,23,Construction,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,1,1
2014,23,Construction,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,3,1
2014,23,Construction,other GHGs,"kg CO2e/2018 USD, purchaser price",0.022,0.0,0.022,4,2,1,5,1
2014,311FT,Food and beverage and tobacco products,carbon dioxide,"kg/2018 USD, purchaser price",0.338,0.015,0.353,3,2,1,4,1
2014,311FT,Food and beverage and tobacco products,methane,"kg/2018 USD, purchaser price",0.008,0.0,0.008,4,2,1,1,1
2014,311FT,Food and beverage and tobacco products,nitrous oxide,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,4,1
2014,311FT,Food and beverage and tobacco products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.007,0.0,0.007,4,2,1,4,1
2014,313TT,Textile mills and textile product mills,carbon dioxide,"kg/2018 USD, purchaser price",0.331,0.015,0.346,3,2,1,3,1
2014,313TT,Textile mills and textile product mills,methane,"kg/2018 USD, purchaser price",0.002,0.0,0.002,4,2,1,1,1
2014,313TT,Textile mills and textile product mills,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2014,313TT,Textile mills and textile product mills,other GHGs,"kg CO2e/2018 USD, purchaser price",0.006,0.0,0.006,3,2,1,3,1
2014,315AL,Apparel and leather and allied products,carbon dioxide,"kg/2018 USD, purchaser price",0.104,0.011,0.115,3,2,1,3,1
2014,315AL,Apparel and leather and allied products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2014,315AL,Apparel and leather and allied products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2014,315AL,Apparel and leather and allied products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.002,0.0,0.002,3,2,1,4,1
2014,321,Wood products,carbon dioxide,"kg/2018 USD, purchaser price",0.219,0.017,0.236,3,2,1,3,1
2014,321,Wood products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2014,321,Wood products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,4,2,1,4,1
2014,321,Wood products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.01,0.0,0.01,4,2,1,4,1
2014,322,Paper products,carbon dioxide,"kg/2018 USD, purchaser price",0.449,0.019,0.467,3,2,1,4,1
2014,322,Paper products,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2014,322,Paper products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,322,Paper products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.005,0.0,0.005,3,2,1,3,1
2014,323,Printing and related support activities,carbon dioxide,"kg/2018 USD, purchaser price",0.253,0.016,0.268,3,2,1,4,1
2014,323,Printing and related support activities,methane,"kg/2018 USD, purchaser price",0.001,0.0,0.001,4,2,1,1,1
2014,323,Printing and related support activities,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,323,Printing and related support activities,other GHGs,"kg CO2e/2018 USD, purchaser price",0.004,0.0,0.004,3,2,1,3,1
2014,324,Petroleum and coal products,carbon dioxide,"kg/2018 USD, purchaser price",0.524,0.006,0.53,4,2,1,3,1
2014,324,Petroleum and coal products,methane,"kg/2018 USD, purchaser price",0.012,0.0,0.012,4,2,1,1,1
2014,324,Petroleum and coal products,nitrous oxide,"kg/2018 USD, purchaser price",0.0,0.0,0.0,3,2,1,3,1
2014,324,Petroleum and coal products,other GHGs,"kg CO2e/2018 USD, purchaser price",0.003,0.0,0.003,3,2,1,4,1
